22955,428,916
15665,377,660
15999,258,926
27888,201,926
19432,295,701
31220,422,1405
20961,416,974
14809,163,795
21346,331,693
27961,224,1180
30839,421,1274
29893,234,1188
23723,289,978
30428,199,1338
20527,408,1020
23729,295,1221
28560,301,1004
31188,450,1352
24103,425,1158
29353,280,793
23646,310,787
31216,449,1397
31220,326,1301
22657,159,887
16632,333,646
30689,325,1352
14592,158,637
14913,157,650
18697,177,648
30786,398,1342
15811,157,654
31213,448,1371
27663,306,1164
31215,439,1335
31220,450,1405
31212,449,1405
31145,450,1345
29339,239,1354
18722,221,759
29556,355,1240
30021,431,988
22189,337,733
17197,187,683
30854,326,1322
14616,284,639
20922,206,1028
28837,445,1268
31215,444,1381
30855,429,1150
28979,387,1110
31085,426,1373
14946,365,643
25683,233,1113
24382,353,941
20521,426,887
30716,404,1338
24515,340,898
30888,308,1299
24418,265,912
30711,421,1006
31197,395,1385
15243,227,660
17242,197,1064
14629,183,641
29580,341,1103
28642,159,1087
15238,363,652
14732,378,646
15027,208,644
19643,253,719
28386,405,1014
29781,397,1134
16620,192,682
26060,253,1269
27991,164,1123
31218,411,1401
14616,199,642
14972,256,638
31220,411,1405
14853,200,637
14593,185,637
31206,427,1193
31204,447,1342
31135,323,1402
15535,161,643
25213,439,954
14590,157,637
19883,387,663
20125,367,817
14954,224,641
29526,208,824
31214,436,1361
31000,448,1143
14593,158,639
28627,359,1164
22339,234,1279
18684,379,987
27306,284,1253
24937,184,802
31202,450,1391
31164,447,1373
15445,218,729
31219,450,1405
17047,240,670
18296,327,689
17943,323,646
18265,333,714
16875,157,641
17832,159,744
29067,287,1206
30658,160,1320
14831,169,639
14865,170,651
30549,439,1221
14669,291,637
29417,448,1349
26704,416,1110
25486,446,1220
30627,166,1074
14598,189,637
16446,226,784
17327,159,709
14590,157,637
17278,157,646
15237,330,640
26928,173,841
14954,160,644
31148,416,1201
14984,157,651
30306,303,1329
30549,381,1257
23880,233,1162
28317,292,1214
31169,442,1400
15171,249,648
19863,160,736
18766,238,647
28112,234,786
30871,349,1208
23989,445,673
14756,211,637
25839,365,1194
29648,261,1065
31205,363,1401
30890,367,1307
29194,394,678
27683,208,1284
31132,233,1351
16680,172,793
17957,157,655
14612,348,640
14590,159,637
22697,355,688
31146,202,1290
30538,443,957
26069,303,1327
15905,163,667
16615,306,640
21122,433,912
22513,251,835
26135,318,1213
30823,338,1349
30892,216,873
29871,442,1310
30254,398,1055
22343,158,861
30418,398,1295
29979,447,1212
19017,294,810
21852,297,673
24387,330,701
16713,173,690
14849,345,650
17503,195,1205
31220,449,1396
31015,406,1300
31008,425,834
25982,400,1003
15731,359,643
24903,331,953
18227,225,716
31220,449,1404
28939,306,1140
24223,366,1002
31220,450,1355
19149,345,834
16793,194,822
28228,444,1136
19559,217,725
31220,423,1391
14773,172,661
16006,257,706
31003,442,1185
30323,318,845
24410,254,1171
29077,365,826
14687,302,637
19640,160,944
21535,176,1065
23967,360,876
14695,198,641
31199,447,1402
14793,298,646
20436,254,672
31220,388,1403
31215,414,1404
25441,202,1127
19546,178,904
26656,270,802
30728,399,1291
31208,344,1377
30581,410,1337
16144,184,729
31220,413,1405
25091,355,904
21603,271,891
21517,368,820
27974,237,837
14591,158,637
18937,444,642
29209,443,726
31197,351,1211
31220,450,1405
30377,380,1191
29736,387,1183
26423,408,1112
20558,442,678
29699,413,991
27657,240,1106
29944,305,1029
14704,358,687
31211,296,1402
20146,350,656
29657,303,879
17729,157,747
30525,396,1286
14659,320,638
20005,445,738
28538,440,1064
27780,443,811
29835,377,1281
31175,447,1396
28699,311,1011
30957,238,1320
30624,404,1366
30219,176,1233
15336,364,691
14630,243,719
30275,448,1064
25685,282,719
28824,199,1123
15012,200,768
28332,389,1008
25755,193,806
26909,440,1164
21303,247,907
30615,450,1302
25532,313,1303
28400,389,1214
19852,338,675
19768,398,769
14879,176,643
29936,417,1010
14590,245,637
28232,384,1215
14712,301,645
22303,202,1039
21703,450,805
20167,308,862
24480,403,902
17664,250,1159
15981,223,644
29017,259,807
21260,199,696
29169,446,1304
29757,310,1311
16099,274,643
31001,446,1303
29766,160,1205
24000,365,1023
22067,376,934
15111,379,646
14592,178,638
28452,256,711
29083,447,896
31165,420,1359
29844,354,1338
16957,244,669
28751,448,1108
24872,183,853
31197,448,1377
14712,161,642
27754,427,872
19466,432,691
23512,428,884
19605,435,643
14878,259,683
26513,174,755
31220,444,1405
18288,299,656
15662,234,638
20081,194,1002
15704,309,681
14924,207,646
16431,253,692
17015,305,673
31216,450,1373
15065,182,644
16598,392,681
28873,213,1236
31142,449,1289
25424,198,1351
28632,270,1166
31168,422,1367
18535,334,735
16977,159,977
19773,165,825
15413,161,641
24127,251,1178
24672,181,1115
16072,157,641
14590,157,637
31051,442,1080
15849,445,641
30966,429,1350
31215,402,1389
30654,361,995
30601,401,1225
17365,336,648
18497,345,655
30564,417,1208
30083,447,1397
25625,216,1162
26364,196,895
31175,450,1273
31118,450,1287
31137,443,1194
29907,331,1060
29677,280,1339
16595,255,654
28037,274,1250
15734,192,764
14804,189,652
30565,403,1199
27968,433,982
17405,427,642
29833,443,1233
31220,443,1403
31199,279,1369
17904,180,688
24475,316,868
18098,333,751
18226,269,659
17392,222,1027
18686,329,651
29960,418,1344
14629,159,637
29497,450,1205
23509,185,931
31026,353,1370
31218,418,1348
14934,169,641
30823,288,1283
15018,412,644
31206,450,1362
31220,425,1405
23002,293,929
16296,370,663
16360,368,926
29046,401,1235
20410,436,753
16594,175,711
26871,193,1104
18890,324,821
26743,413,1145
27141,366,831
31218,255,1346
31212,320,1395
29350,200,1136
28314,208,1297
14594,181,638
31200,447,1405
15329,181,640
28416,422,1083
31095,327,1151
31050,215,1131
31135,405,1394
29465,159,1144
23079,433,733
20647,202,1129
28865,298,899
25676,168,787
31216,445,1247
17226,261,771
27018,353,948
15883,221,652
16568,266,699
26560,444,1348
19587,395,901
31220,448,1404
30852,447,1384
22563,223,729
14617,320,639
30305,442,1007
29421,441,1218
30441,383,945
29825,392,1089
31076,450,1347
19836,297,1036
15175,233,657
21731,250,677
30140,244,1203
31067,260,1257
19337,255,759
30147,412,1131
30220,373,1318
30928,398,1366
31102,264,1395
25125,412,676
25953,224,815
18861,163,977
30343,353,1339
26432,281,1139
17110,444,781
18627,158,671
30321,241,835
24176,444,704
21870,447,791
24304,449,745
30318,363,1092
31178,331,1306
15406,255,648
29475,284,1201
29085,163,937
14975,161,642
31217,443,1403
29254,239,1107
21470,159,865
29323,176,1030
25914,410,987
14985,433,657
31216,445,1401
22120,426,757
31216,438,1381
30498,359,1230
29798,192,1316
18962,402,763
17198,411,768
14669,157,639
14958,241,651
15486,266,654
18212,354,794
20926,445,663
29763,352,1085
26440,242,1101
15276,340,789
15072,380,650
31193,435,1379
24271,275,969
31121,387,1388
28963,334,1193
30171,172,1304
29170,274,1189
19269,353,742
30200,232,820
15593,380,737
15133,265,652
29031,347,986
22055,209,740
30608,431,1091
29433,310,1104
17385,392,766
31029,244,1344
29798,437,1164
31208,449,1240
25623,262,1097
31087,407,1393
30256,326,1276
24308,286,707
31220,441,1402
17475,275,673
21751,421,751
21232,450,1015
29094,418,1220
30905,173,1334
19206,300,657
31216,450,1405
19373,208,1093
14814,192,681
15653,186,929
29549,447,991
22769,230,1096
14667,187,637
27981,381,1087
15531,444,646
31046,446,1310
24196,441,966
18855,295,810
28029,168,1382
20670,158,694
17341,157,732
31219,434,1402
20513,168,1097
31012,392,1308
16231,179,646
25771,260,811
31213,371,1402
31113,283,1389
28070,335,1127
30570,428,1392
26153,347,921
21190,222,1105
18015,233,657
16852,186,662
21791,390,794
17331,286,692
17874,406,802
30862,246,1369
16742,252,669
24337,387,1158
30690,319,1321
30979,318,1357
31219,332,1396
15969,245,658
30494,329,1315
19994,250,1128
28321,366,909
14630,159,646
17191,176,657
21382,425,720
15134,161,807
15302,391,645
14658,194,642
18448,163,667
31067,437,1151
27178,321,1188
29248,184,969
15176,158,676
30909,407,881
30948,439,1163
17641,343,715
31204,428,1403
21974,327,800
19462,361,1038
22741,203,972
17489,329,829
28977,198,1229
15047,165,642
17860,238,665
16379,375,668
31220,303,1405
16285,223,645
30143,425,940
30567,384,1271
30879,446,1271
18074,361,640
31179,238,1389
27719,165,789
31220,447,1405
17459,179,976
31143,450,1314
15414,157,641
25579,442,1174
20875,242,657
27661,196,749
31214,430,1387
15999,202,671
24798,394,918
30610,449,1367
31219,419,1401
17218,217,669
30962,165,1198
26409,442,824
22600,312,812
14758,157,680
15019,157,651
30333,170,993
16840,415,678
26999,442,912
31152,213,1384
15105,243,648
15054,159,669
28605,280,1210
31219,429,1332
29174,362,873
17743,270,730
25421,397,678
14677,302,637
14625,230,715
22362,389,838
31214,345,1383
24800,382,919
23670,230,1088
30996,381,1389
30893,423,1379
20023,316,847
31137,410,735
14779,165,705
20559,162,696
30561,342,1387
24459,448,727
18454,256,846
31003,435,1346
31208,443,1396
30944,431,1185
15356,175,645
24060,367,1045
15174,220,657
30819,256,1370
25890,258,772
31207,447,1405
30575,222,1285
30820,264,1373
22557,433,1168
31202,335,1359
29163,304,1296
18818,312,1091
31220,448,1404
24540,186,1064
27728,162,1216
27925,229,1335
18529,419,682
20966,162,838
26574,449,812
27387,438,1293
17322,259,707
31220,428,1402
31202,448,1399
18123,184,694
15731,198,701
31219,450,1404
31220,357,1404
31213,268,1404
23080,241,738
28754,178,1062
27512,396,1141
30456,439,1180
26759,434,900
14804,161,647
16777,163,680
30157,437,1380
19517,263,1135
30766,372,1396
23705,171,809
14824,178,647
30424,366,1373
28950,228,726
21650,364,796
23592,450,859
16368,378,962
16766,239,888
30709,388,1214
15083,157,674
29482,379,995
17287,427,676
31164,445,1340
24019,276,1234
18405,307,689
15265,250,649
31143,392,1355
14771,334,748
28411,218,669
20135,229,780
31165,441,1279
27365,331,1222
30293,195,1326
29007,160,1259
24050,278,768
27612,414,1094
26170,215,941
31205,447,1285
14590,169,638
26989,169,1192
28142,443,1090
15377,409,677
16894,260,639
16422,320,904
14846,163,638
21327,447,999
30769,285,1063
29797,317,1296
31220,438,1404
16328,280,735
23985,311,1065
19014,431,650
16244,163,642
31210,380,1360
24650,291,767
26564,337,1159
19688,285,1023
20496,385,1200
17889,339,698
14621,159,690
30883,331,1142
25675,170,937
28834,358,1362
15226,292,656
31112,374,1341
21025,293,684
29410,346,1101
23850,443,716
15114,157,713
14747,157,660
23892,158,775
15013,169,662
20931,343,840
30454,424,1282
19930,232,986
31152,336,1240
22807,237,861
29659,425,1061
23336,364,908
22646,439,713
15997,418,644
30884,435,1114
16509,163,719
23937,441,1234
28768,183,1005
16617,356,746
14995,446,787
23979,436,962
17169,157,708
30153,418,1239
15313,274,638
16134,445,712
30559,446,1346
15404,211,639
24117,320,736
25006,295,1009
29940,292,723
24936,443,1317
22279,448,927
26163,258,1220
22131,450,789
15837,223,904
23814,163,1350
31150,444,1263
27104,442,869
15346,246,645
23818,364,759
25056,435,1068
19011,163,744
20513,359,838
31059,432,1256
19809,341,826
15925,369,651
24221,441,709
29470,434,1163
31130,354,968
21908,262,979
31069,445,1169
15730,305,662
21511,432,897
30423,450,1013
18911,440,773
20747,160,728
28466,378,1051
31205,449,1306
28949,273,1260
28191,368,1196
14640,163,637
15404,374,638
28901,306,1240
15785,261,681
19651,426,668
21818,432,717
14620,157,637
31094,442,1340
23834,170,1045
21614,165,694
14631,383,644
16174,313,716
25020,385,1115
19409,384,834
31211,450,1402
20708,324,1068
29305,205,1113
14633,211,638
20959,241,694
31144,257,1050
26558,432,1293
14761,161,677
28457,412,1300
20305,399,757
28348,398,859
30833,343,1385
22933,389,1001
27103,352,703
28402,403,1309
15759,292,664
31220,449,1405
31209,437,1399
29442,419,1012
25673,347,788
31218,450,1404
25921,179,1244
27546,296,778
31173,328,1380
14827,158,638
31184,449,1266
23490,441,773
16044,170,644
19891,157,688
29275,306,1118
29932,227,1221
15608,163,849
24592,359,1058
15081,172,651
14723,167,638
15475,184,651
17383,404,777
19612,209,641
16869,353,640
18012,333,809
16118,207,661
30888,185,1178
22296,297,823
15203,209,692
25241,195,1123
14698,252,640
30946,438,1375
14973,157,643
18458,158,825
17368,260,777
14896,185,652
31001,441,1296
27585,186,795
23092,209,897
14825,224,637
26274,177,801
15161,312,800
29607,402,1101
29351,373,1179
18244,159,849
27379,175,864
14703,247,694
17703,178,807
30635,448,1048
20226,212,990
28046,202,1028
24322,208,671
31216,336,1374
20090,164,828
31188,332,1367
30612,423,1172
21719,260,1045
22335,367,1109
30946,192,1394
16758,391,709
30639,423,1114
31104,315,1346
30550,267,1068
18787,206,844
24928,159,1050
31174,434,1185
26674,172,830
30317,450,1341
24808,383,740
29835,368,924
31165,436,1267
30633,422,1328
28959,376,1290
21859,401,764
27565,235,1013
30810,433,1349
30850,385,1292
21600,322,1034
21606,446,925
31205,411,1392
29395,224,864
31216,447,1392
31214,448,1404
31220,420,1402
16448,214,746
22397,426,667
21131,164,912
20956,350,702
29103,384,983
31104,328,1354
29887,444,1303
15562,157,780
29746,295,1163
28675,176,1246
22765,176,752
14789,158,638
27634,449,685
14680,182,648
30971,450,1286
28235,167,1239
28238,331,1025
26711,246,1052
29541,277,1181
27836,437,1252
30165,344,1281
30887,177,1333
14596,198,637
14653,202,639
29482,384,1217
31197,272,1194
14827,158,713
15862,160,649
28049,403,992
14735,174,689
31196,449,1402
14709,161,640
15482,165,771
30378,438,815
22340,163,749
30564,167,1305
23717,259,845
15767,382,653
14590,157,637
30636,411,1170
25397,193,816
16217,327,713
16077,258,653
20954,185,872
30494,305,1258
28388,447,1253
25313,355,1331
29889,349,1118
27933,170,1221
23254,424,730
15929,190,698
17244,237,654
31209,448,1355
31206,444,1396
25246,328,1245
18083,314,801
30401,433,1387
25874,423,875
15720,263,649
14733,207,639
31216,450,1380
16739,175,731
27145,273,1285
30224,318,1276
16164,225,661
15555,198,695
31029,306,1313
29544,368,1321
15192,441,673
16166,385,691
31214,256,1351
15201,409,774
31219,450,1383
29897,299,968
31220,449,1405
31195,444,1355
30568,207,789
31217,449,1403
16196,221,655
14851,157,657
30616,441,1298
30907,435,1340
30804,441,1396
25448,436,833
31194,449,1396
14947,158,647
27132,218,969
27690,314,1076
24980,163,1036
15201,428,741
29375,239,981
29299,318,730
16535,249,661
29686,213,696
31050,449,1387
17431,384,705
31036,321,1225
16069,435,726
26101,449,705
26979,423,905
19262,381,677
14598,275,648
14592,373,638
17777,216,757
21251,353,685
17793,159,782
17947,195,835
30496,447,807
28525,419,1299
25113,178,824
31165,228,1339
28633,440,1222
25934,245,928
31045,359,1136
22008,429,948
30446,385,1234
30043,198,1270
29949,439,1315
20886,206,814
31085,391,1397
28327,445,836
29263,432,1157
24582,432,1215
30337,321,1234
31044,293,1285
20261,167,786
30012,431,1044
19642,194,685
31218,345,1386
29067,400,970
31209,449,1263
20034,337,693
28334,229,1350
31215,447,1356
30847,306,1384
31215,450,1401
14605,157,638
30776,395,1149
15027,249,639
19801,434,670
30778,449,1324
28095,447,1007
25941,269,1211
30974,191,1372
27317,298,1223
14610,157,647
23341,202,986
30417,371,1323
31195,438,1265
24847,246,780
31156,423,1387
31045,184,1297
31175,357,1254
31220,432,1405
24935,385,778
16264,363,653
26342,358,920
24281,314,695
30770,341,1022
18105,312,683
27821,284,784
31175,284,1403
18661,176,659
29010,444,955
31211,347,1395
14693,157,651
28668,450,1135
31053,389,1274
31153,193,1373
18446,422,643
29412,428,1329
17757,162,830
21108,307,946
20311,158,690
30741,232,1288
25847,370,1001
18460,306,774
31141,426,1393
17841,163,651
21962,172,692
30388,282,1146
30993,443,1331
15765,189,747
17743,259,652
30063,314,1215
29750,417,1224
28310,449,1100
31186,443,1370
30403,404,1192
30509,292,1347
15261,161,641
19521,157,939
31220,450,1405
21045,390,733
30504,363,1063
15047,401,673
17077,160,695
31203,341,1309
30734,433,1269
16676,182,790
22001,191,722
29276,280,1106
17515,221,662
26882,442,749
15114,167,755
15057,438,648
18916,442,871
30854,293,1362
20523,258,704
31115,446,1314
15997,162,678
16824,353,646
24196,368,866
18894,402,738
29027,445,1275
15627,191,726
31162,430,1390
28638,432,1293
23567,210,831
19450,241,741
27906,349,1111
31171,331,1323
21177,162,717
31182,281,1262
31125,403,1208
27467,181,748
21090,314,951
31106,447,1387
29305,388,898
31078,408,1034
31212,450,1403
30934,252,1369
28411,449,812
30283,317,1231
21679,190,695
30469,319,1226
18149,261,705
24830,446,858
30006,442,1380
31211,314,1339
28419,435,1239
31213,448,1397
20656,257,757
15231,396,649
18637,389,738
19961,401,699
31037,396,1364
31207,441,1403
28784,448,884
21712,210,830
16130,254,641
22207,157,905
31219,447,1374
31149,410,1293
25752,360,675
14853,297,656
29929,178,1265
31207,421,1374
15218,158,659
14714,314,654
19662,196,699
23820,296,1236
22085,257,1119
30803,293,1271
25169,450,718
29819,194,881
25646,382,1071
15331,236,700
30617,449,1363
31210,333,1339
15013,366,643
25047,386,1051
27175,359,1140
16198,159,760
14763,347,644
31201,345,1399
29941,290,992
31157,388,1279
17871,163,667
17323,256,668
30562,374,1198
31220,449,1405
31206,266,1403
14600,164,638
31106,400,1346
31218,392,1404
24907,194,802
31190,412,1376
19016,276,966
22707,448,849
17445,342,696
30280,286,1368
17992,327,739
30492,379,1371
29545,182,1171
26582,341,845
15170,187,848
26811,347,699
31072,450,1101
30436,389,1333
22518,413,771
31214,387,1394
16466,225,814
21102,395,769
30759,309,740
31119,449,1390
16512,158,687
31028,446,1190
29303,220,1223
16045,181,715
17806,444,836
29843,368,1155
31220,385,1383
24830,443,1085
29339,375,719
14908,191,648
30565,449,1269
29186,424,729
28642,285,1305
24778,397,757
31059,412,1397
20505,182,771
28846,361,837
21628,222,779
30722,291,992
25821,430,1027
14720,170,641
16924,264,685
31207,450,1397
24948,157,988
31011,358,1136
31044,447,1301
31131,310,1334
22893,191,831
30605,255,1386
30564,421,1195
28925,191,890
14608,225,639
31220,438,1405
30085,360,1120
14782,173,644
24115,412,1244
25302,198,962
23725,378,763
31217,450,1405
23471,275,1044
24463,276,769
14593,176,637
14954,252,638
30912,264,1240
30492,407,1301
29642,212,1166
28469,159,1123
31180,363,1330
28726,354,1129
27950,221,859
31218,432,1387
25544,213,861
30293,249,1076
30886,450,1288
31215,287,1395
26773,448,991
22127,169,699
28517,421,880
30873,330,1201
19441,205,936
31210,435,1337
30680,450,1289
31208,309,1399
31220,422,1405
31128,431,1366
30190,347,1001
30449,380,1366
26636,158,952
18282,256,814
24995,430,1089
18075,271,1034
29562,178,1163
28751,224,1377
19519,328,645
23931,253,872
31085,383,1112
24656,447,737
15190,287,672
16190,180,662
17160,352,833
21569,394,777
26600,358,871
20515,324,920
25850,431,1288
20457,161,703
30984,247,1297
31131,217,1389
21561,249,826
30058,353,1384
24317,225,705
31030,449,1374
15098,205,638
15677,158,668
23472,169,760
31211,450,1336
26958,274,704
15710,428,642
31183,443,1139
30390,438,1302
30690,161,1099
31134,381,1342
15651,161,653
14756,354,645
26156,323,1055
25117,324,919
30882,450,1306
30461,450,1229
18430,279,802
26785,407,827
28002,290,937
28592,299,863
16188,191,820
22931,170,1260
25000,282,709
18815,320,767
19398,198,801
31193,280,1337
26300,448,935
15332,157,677
31092,354,1230
14603,157,638
15094,160,780
29981,239,1267
21297,354,977
18794,171,1109
18875,231,748
15494,291,638
18283,225,672
31038,419,1065
21316,249,881
16307,218,706
20202,237,758
18861,194,684
31135,402,1328
19731,389,741
31027,444,1089
20796,288,765
22757,442,678
31219,450,1326
26730,230,1008
22206,160,1047
31209,450,1362
25558,318,1192
20740,223,710
16334,276,768
21937,438,734
28988,408,1362
29689,401,1064
31212,247,1405
31220,450,1404
14702,161,637
14919,228,637
30268,450,1361
31217,378,1403
22392,416,680
14671,164,638
25082,446,1224
17898,420,1009
21406,162,732
23529,318,864
31126,449,1348
19619,265,942
29915,445,1257
14938,207,644
31220,422,1405
16309,161,678
29177,191,1144
31219,450,1404
30972,265,1227
28818,222,864
27599,385,936
14590,160,639
29042,296,1251
31145,400,1348
14590,295,637
22168,169,665
27814,381,1189
14690,396,640
16080,162,638
18158,369,847
14671,335,639
20840,253,679
29266,358,1238
31213,417,1403
14590,238,637
24390,267,1288
21296,420,668
14829,230,764
28009,164,1002
24291,163,1054
30880,443,1374
30515,359,1146
31093,247,1399
23132,182,926
14590,160,637
15882,284,650
16617,344,648
30374,438,1362
30131,439,1147
31190,444,1379
18360,235,857
31178,400,1332
20744,162,665
30441,429,976
28657,277,1202
14713,181,641
27326,262,824
31021,449,1336
31114,444,1373
27995,322,988
27018,227,1032
15427,290,658
29579,369,1296
30822,288,1346
29955,416,1278
31159,445,1404
31160,431,1385
31184,450,1396
31186,170,1402
31219,438,1403
30165,379,1282
29702,163,1085
18078,228,799
14870,335,648
15004,268,639
27077,440,1066
27376,444,1398
20201,247,801
19651,394,912
29872,349,1319
16548,449,670
29845,444,1203
30803,173,1351
14612,202,642
31197,450,1399
22094,204,728
14607,163,637
29618,232,1145
31220,449,1403
29094,293,1240
31173,315,1151
29924,159,1160
19050,327,1002
18134,327,698
15973,389,663
31181,366,1374
30833,313,1325
24587,345,1066
30804,236,1343
31214,253,1403
31217,404,1285
18431,266,797
31215,449,1389
31193,273,1351
28937,168,1207
30907,422,1317
30443,280,981
15814,162,708
31182,166,1358
29826,367,1251
26558,157,1175
30693,407,1322
18277,210,735
21939,307,949
16357,382,891
30058,396,953
30924,365,1349
16707,246,703
26916,450,778
19757,330,912
20097,361,926
14643,310,641
24465,265,668
16767,417,703
31219,449,1402
31212,435,1404
14938,190,648
30838,284,1068
16917,222,940
29461,443,914
28724,448,1236
14590,174,637
14685,216,640
31127,449,1361
29487,427,1096
29402,433,1301
29507,249,813
22498,367,752
16326,277,674
31067,431,1148
20478,364,839
27199,353,963
19007,407,739
30073,442,1165
30671,417,1139
15017,253,654
29494,313,856
22445,330,835
25618,170,1123
29895,288,1366
31215,441,1387
31211,437,1405
27594,402,817
25825,370,1137
14641,176,644
16544,180,662
30849,360,1358
26099,427,1287
14941,222,816
31220,449,1403
